col1;col2;col3;col4;col5;col6;col7;col8;col9;col10;target
1.65;1.65;2.07;1.65;2.07;1.65;1.65;2.07;2.07;2.07;-1
2.07;2.07;1.65;1.65;1.65;1.65;2.07;1.65;2.07;1.65;-1
1.65;1.65;2.07;2.07;2.07;2.07;1.65;1.65;2.07;2.07;-1
2.07;2.07;2.07;2.07;2.07;1.65;1.65;2.07;2.07;1.65;-1
2.07;1.65;2.07;2.07;2.07;1.65;1.65;1.65;2.07;2.07;-1
2.07;1.65;1.65;1.65;2.07;1.65;1.65;1.65;2.07;1.65;-1
2.07;1.65;2.07;1.65;1.65;2.07;2.07;1.65;2.07;2.07;-1
2.07;2.07;2.07;1.65;1.65;2.07;1.65;1.65;1.65;2.07;-1
1.65;2.07;2.07;2.07;2.07;1.65;2.07;1.65;2.07;2.07;-1
2.07;2.07;2.07;1.65;2.07;2.07;2.07;2.07;2.07;1.65;-1
1.65;2.07;1.65;2.07;2.07;2.07;1.65;1.65;1.65;2.07;-1
2.07;1.65;2.07;1.65;1.65;2.07;1.65;2.07;2.07;1.65;-1
2.07;2.07;1.65;2.07;2.07;2.07;2.07;1.65;2.07;2.07;-1
2.07;2.07;2.07;1.65;1.65;1.65;1.65;1.65;2.07;2.07;-1
2.07;1.65;2.07;2.07;1.65;2.07;1.65;2.07;1.65;1.65;-1
1.65;2.07;1.65;1.65;2.07;2.07;2.07;1.65;1.65;1.65;-1
1.65;2.07;1.65;2.07;1.65;2.07;1.65;1.65;2.07;1.65;-1
1.65;2.07;1.65;1.65;1.65;1.65;2.07;2.07;2.07;2.07;-1
2.07;2.07;1.65;2.07;2.07;2.07;1.65;2.07;2.07;1.65;-1
1.65;2.07;1.65;1.65;2.07;1.65;2.07;1.65;2.07;2.07;-1
2.07;2.07;1.65;2.07;1.65;2.07;1.65;1.65;2.07;2.07;-1
2.07;2.07;2.07;2.07;2.07;2.07;2.07;2.07;2.07;2.07;-1
2.07;2.07;2.07;2.07;1.65;2.07;2.07;2.07;1.65;1.65;-1
2.07;1.65;2.07;1.65;2.07;1.65;1.65;1.65;2.07;1.65;-1
2.07;2.07;2.07;2.07;2.07;2.07;1.65;2.07;2.07;1.65;-1
2.07;2.07;2.07;2.07;2.07;2.07;2.07;2.07;1.65;1.65;-1
2.07;2.07;2.07;2.07;2.07;1.65;2.07;1.65;1.65;2.07;-1
2.07;2.07;2.07;2.07;2.07;2.07;2.07;2.07;2.07;1.65;-1
2.07;2.07;2.07;2.07;1.65;2.07;1.65;2.07;1.65;1.65;-1
1.65;1.65;1.65;1.65;1.65;1.65;1.65;1.65;2.07;1.65;-1
2.07;2.07;2.07;1.65;2.07;1.65;2.07;2.07;2.07;2.07;-1
1.65;2.07;1.65;2.07;1.65;2.07;2.07;2.07;2.07;2.07;-1
2.07;1.65;2.07;2.07;2.07;1.65;2.07;2.07;2.07;2.07;-1
1.65;2.07;1.65;1.65;1.65;1.65;2.07;2.07;2.07;2.07;-1
2.07;2.07;2.07;2.07;2.07;1.65;2.07;1.65;1.65;1.65;-1
2.07;2.07;2.07;2.07;1.65;1.65;2.07;2.07;2.07;1.65;-1
1.65;1.65;2.07;1.65;2.07;1.65;2.07;1.65;2.07;2.07;-1
2.07;2.07;2.07;2.07;2.07;1.65;1.65;2.07;2.07;2.07;-1
2.07;2.07;2.07;2.07;2.07;2.07;2.07;2.07;2.07;2.07;-1
1.65;2.07;1.65;1.65;1.65;2.07;2.07;2.07;2.07;2.07;-1
1.65;2.07;2.07;1.65;1.65;2.07;1.65;2.07;2.07;1.65;-1
2.07;1.65;2.07;2.07;1.65;2.07;2.07;1.65;1.65;1.65;-1
1.65;2.07;2.07;1.65;1.65;2.07;1.65;1.65;2.07;2.07;-1
2.07;1.65;1.65;1.65;1.65;1.65;2.07;1.65;1.65;2.07;-1
1.65;1.65;2.07;2.07;2.07;2.07;1.65;2.07;2.07;1.65;-1
2.07;1.65;2.07;2.07;2.07;2.07;2.07;2.07;2.07;2.07;-1
2.07;2.07;2.07;2.07;2.07;2.07;2.07;2.07;2.07;1.65;-1
2.07;2.07;2.07;1.65;2.07;2.07;1.65;2.07;2.07;1.65;-1
2.07;2.07;2.07;2.07;2.07;2.07;2.07;2.07;2.07;2.07;-1
2.07;2.07;1.65;2.07;2.07;2.07;2.07;2.07;1.65;2.07;-1
2.07;2.07;2.07;1.65;2.07;1.65;1.65;1.65;2.07;1.65;-1
2.07;1.65;2.07;2.07;2.07;1.65;2.07;2.07;2.07;1.65;-1
2.07;2.07;1.65;2.07;2.07;2.07;2.07;2.07;2.07;2.07;-1
2.07;2.07;2.07;2.07;2.07;2.07;2.07;2.07;2.07;2.07;-1
2.07;2.07;2.07;2.07;2.07;2.07;2.07;2.07;2.07;2.07;-1
1.65;2.07;2.07;1.65;2.07;1.65;1.65;2.07;2.07;2.07;-1
2.07;2.07;1.65;2.07;2.07;2.07;2.07;2.07;1.65;2.07;-1
1.65;2.07;2.07;2.07;1.65;2.07;2.07;2.07;2.07;2.07;-1
2.07;1.65;2.07;2.07;2.07;1.65;2.07;2.07;2.07;1.65;-1
2.07;2.07;1.65;1.65;2.07;1.65;2.07;1.65;1.65;2.07;-1
2.07;2.07;2.07;2.07;2.07;2.07;1.65;1.65;1.65;2.07;-1
1.65;2.07;2.07;2.07;2.07;2.07;2.07;2.07;2.07;1.65;-1
1.65;1.65;1.65;2.07;2.07;1.65;1.65;1.65;2.07;1.65;-1
1.65;1.65;2.07;1.65;2.07;1.65;1.65;1.65;2.07;2.07;-1
2.07;2.07;1.65;2.07;2.07;2.07;1.65;2.07;2.07;2.07;-1
2.07;2.07;1.65;1.65;2.07;2.07;2.07;2.07;2.07;2.07;-1
1.65;2.07;2.07;2.07;2.07;1.65;2.07;2.07;2.07;1.65;-1
2.07;2.07;2.07;2.07;2.07;2.07;2.07;2.07;2.07;2.07;-1
1.65;2.07;2.07;1.65;2.07;2.07;1.65;2.07;2.07;2.07;-1
1.65;1.65;1.65;2.07;1.65;1.65;2.07;1.65;2.07;2.07;-1
2.07;2.07;2.07;2.07;2.07;2.07;1.65;2.07;2.07;1.65;-1
2.07;2.07;2.07;2.07;2.07;2.07;2.07;2.07;1.65;2.07;-1
2.07;1.65;2.07;2.07;1.65;2.07;2.07;2.07;2.07;1.65;-1
1.65;2.07;2.07;2.07;1.65;2.07;1.65;1.65;2.07;2.07;-1
2.07;2.07;2.07;2.07;2.07;2.07;2.07;2.07;1.65;2.07;-1
2.07;2.07;2.07;2.07;2.07;2.07;2.07;1.65;2.07;2.07;-1
1.65;2.07;2.07;2.07;1.65;2.07;1.65;1.65;2.07;2.07;-1
2.07;1.65;2.07;2.07;1.65;2.07;1.65;1.65;2.07;1.65;-1
2.07;1.65;2.07;1.65;2.07;2.07;2.07;2.07;1.65;2.07;-1
2.07;2.07;2.07;2.07;2.07;2.07;2.07;1.65;1.65;1.65;-1
2.07;2.07;2.07;2.07;2.07;2.07;2.07;2.07;2.07;1.65;-1
1.65;2.07;2.07;2.07;2.07;2.07;2.07;2.07;2.07;2.07;-1
1.65;1.65;2.07;2.07;2.07;2.07;1.65;1.65;1.65;1.65;-1
2.07;2.07;2.07;1.65;1.65;1.65;1.65;1.65;2.07;1.65;-1
1.65;2.07;1.65;2.07;1.65;2.07;2.07;1.65;2.07;2.07;-1
2.07;2.07;2.07;1.65;2.07;1.65;2.07;2.07;1.65;2.07;-1
1.65;1.65;2.07;2.07;1.65;2.07;2.07;1.65;2.07;2.07;-1
2.07;2.07;2.07;1.65;1.65;2.07;1.65;2.07;2.07;2.07;-1
2.07;2.07;2.07;1.65;2.07;2.07;2.07;2.07;2.07;2.07;-1
1.65;2.07;1.65;2.07;1.65;2.07;2.07;2.07;2.07;1.65;-1
2.07;1.65;1.65;1.65;2.07;1.65;1.65;2.07;2.07;2.07;-1
1.65;1.65;1.65;2.07;1.65;2.07;1.65;2.07;1.65;1.65;-1
1.65;2.07;2.07;1.65;2.07;1.65;2.07;2.07;2.07;2.07;-1
2.07;2.07;2.07;2.07;2.07;2.07;2.07;2.07;2.07;2.07;-1
2.07;2.07;2.07;2.07;2.07;2.07;1.65;1.65;2.07;2.07;-1
2.07;1.65;2.07;2.07;2.07;2.07;2.07;2.07;2.07;2.07;-1
2.07;2.07;1.65;2.07;2.07;2.07;2.07;2.07;1.65;1.65;-1
2.07;2.07;1.65;2.07;1.65;2.07;2.07;2.07;2.07;2.07;-1
2.07;2.07;2.07;2.07;2.07;1.65;1.65;1.65;2.07;2.07;-1
2.07;1.65;2.07;2.07;2.07;1.65;2.07;2.07;2.07;1.65;-1
2.07;2.07;2.07;2.07;1.65;2.07;2.07;2.07;2.07;2.07;-1
2.07;2.07;2.07;2.07;2.07;2.07;1.65;1.65;1.65;2.07;-1
1.65;2.07;2.07;2.07;2.07;2.07;2.07;2.07;2.07;1.65;-1
2.07;1.65;1.65;1.65;2.07;2.07;2.07;2.07;2.07;2.07;-1
2.07;1.65;2.07;2.07;2.07;1.65;2.07;2.07;2.07;2.07;-1
2.07;1.65;2.07;1.65;2.07;2.07;2.07;2.07;2.07;2.07;-1
1.65;2.07;2.07;2.07;2.07;2.07;2.07;1.65;2.07;1.65;-1
2.07;1.65;2.07;1.65;2.07;2.07;1.65;1.65;1.65;1.65;-1
1.65;2.07;2.07;2.07;2.07;2.07;2.07;1.65;2.07;2.07;-1
1.65;1.65;2.07;1.65;1.65;2.07;1.65;2.07;1.65;2.07;-1
2.07;2.07;2.07;2.07;2.07;2.07;2.07;1.65;1.65;1.65;-1
2.07;2.07;1.65;1.65;2.07;1.65;1.65;1.65;2.07;1.65;-1
1.65;1.65;1.65;1.65;1.65;2.07;2.07;2.07;1.65;2.07;-1
2.07;1.65;1.65;2.07;1.65;2.07;1.65;1.65;2.07;1.65;-1
1.65;2.07;1.65;2.07;1.65;2.07;1.65;1.65;2.07;1.65;-1
2.07;1.65;2.07;1.65;1.65;2.07;1.65;1.65;1.65;1.65;-1
1.65;2.07;1.65;2.07;1.65;1.65;2.07;1.65;1.65;2.07;-1
1.65;2.07;1.65;1.65;1.65;1.65;2.07;1.65;2.07;1.65;-1
1.65;1.65;1.65;2.07;1.65;2.07;2.07;2.07;2.07;1.65;-1
1.65;1.65;2.07;1.65;2.07;2.07;1.65;1.65;2.07;2.07;-1
1.65;1.65;2.07;2.07;2.07;1.65;2.07;1.65;1.65;1.65;-1
2.07;2.07;1.65;1.65;2.07;1.65;1.65;2.07;1.65;1.65;-1
1.65;1.65;2.07;1.65;2.07;1.65;1.65;1.65;2.07;1.65;-1
1.65;2.07;2.07;2.07;1.65;1.65;1.65;1.65;2.07;2.07;-1
2.07;1.65;2.07;2.07;2.07;2.07;2.07;1.65;2.07;1.65;-1
1.65;2.07;2.07;2.07;1.65;2.07;2.07;2.07;1.65;1.65;-1
1.65;2.07;2.07;1.65;1.65;2.07;2.07;2.07;2.07;2.07;-1
2.07;2.07;1.65;2.07;2.07;2.07;2.07;2.07;2.07;2.07;-1
2.07;2.07;2.07;2.07;2.07;2.07;2.07;2.07;2.07;2.07;-1
1.65;2.07;2.07;2.07;2.07;2.07;2.07;2.07;1.65;1.65;-1
2.07;1.65;2.07;2.07;2.07;2.07;2.07;1.65;2.07;2.07;-1
2.07;2.07;2.07;1.65;1.65;2.07;2.07;2.07;1.65;2.07;-1
1.65;2.07;2.07;2.07;2.07;2.07;2.07;2.07;2.07;1.65;-1
2.07;1.65;2.07;2.07;2.07;2.07;2.07;2.07;2.07;2.07;-1
2.07;2.07;2.07;2.07;2.07;2.07;1.65;2.07;2.07;1.65;-1
1.65;2.07;2.07;2.07;2.07;1.65;2.07;2.07;1.65;1.65;-1
2.07;2.07;2.07;1.65;2.07;2.07;2.07;1.65;2.07;2.07;-1
2.07;2.07;2.07;1.65;1.65;2.07;2.07;2.07;2.07;1.65;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;1.72;-1
